table_cible;variante;colonne;type_valeur_defaut;valeur_par_defaut;regle_sql;script_source;ligne_insert
clean_data.cus_comm_method;A_ARBITRER;address_default;CONSTANTE_FORCEE;FALSE;'FALSE';sp_insert_cus_comm_method_from_file_customer.sql;68
clean_data.cus_comm_method;A_ARBITRER;address_default;CONSTANTE_FORCEE;TRUE;'TRUE';sp_insert_cus_comm_method_from_file_customer.sql;47
clean_data.cus_comm_method;A_ARBITRER;description;CONSTANTE_FORCEE;Email principal;'Email principal';sp_insert_cus_comm_method_from_file_customer.sql;107
clean_data.cus_comm_method;A_ARBITRER;description;CONSTANTE_FORCEE;Fax (adresse);'Fax (adresse)';sp_insert_cus_comm_method_from_file_customer.sql;150
clean_data.cus_comm_method;A_ARBITRER;description;CONSTANTE_FORCEE;Fax;'Fax';sp_insert_cus_comm_method_from_file_customer.sql;86
clean_data.cus_comm_method;A_ARBITRER;description;CONSTANTE_FORCEE;Téléphone (adresse);'Téléphone (adresse)';sp_insert_cus_comm_method_from_file_customer.sql;128
clean_data.cus_comm_method;A_ARBITRER;description;CONSTANTE_FORCEE;Téléphone principal;'Téléphone principal';sp_insert_cus_comm_method_from_file_customer.sql;43
clean_data.cus_comm_method;A_ARBITRER;description;CONSTANTE_FORCEE;Téléphone secondaire;'Téléphone secondaire';sp_insert_cus_comm_method_from_file_customer.sql;64
clean_data.cus_comm_method;A_ARBITRER;method_default;CONSTANTE_FORCEE;FALSE;'FALSE';sp_insert_cus_comm_method_from_file_customer.sql;67
clean_data.cus_comm_method;A_ARBITRER;method_default;CONSTANTE_FORCEE;TRUE;'TRUE';sp_insert_cus_comm_method_from_file_customer.sql;46
clean_data.cus_comm_method;A_ARBITRER;method_id;CONSTANTE_FORCEE;E-Mail;'E-Mail';sp_insert_cus_comm_method_from_file_customer.sql;106
clean_data.cus_comm_method;A_ARBITRER;method_id;CONSTANTE_FORCEE;Fax;'Fax';sp_insert_cus_comm_method_from_file_customer.sql;85
clean_data.cus_comm_method;A_ARBITRER;method_id;CONSTANTE_FORCEE;Phone;'Phone';sp_insert_cus_comm_method_from_file_customer.sql;42
clean_data.cus_comm_method;A_ARBITRER;method_id_db;CONSTANTE_FORCEE;E_MAIL;'E_MAIL';sp_insert_cus_comm_method_from_file_customer.sql;113
clean_data.cus_comm_method;A_ARBITRER;method_id_db;CONSTANTE_FORCEE;FAX;'FAX';sp_insert_cus_comm_method_from_file_customer.sql;92
clean_data.cus_comm_method;A_ARBITRER;method_id_db;CONSTANTE_FORCEE;PHONE;'PHONE';sp_insert_cus_comm_method_from_file_customer.sql;49
clean_data.cus_comm_method;STANDARD;party_type;NULL_EXPLICITE;;NULL;sp_insert_cus_comm_method_from_file_customer.sql;13
clean_data.cus_comm_method;STANDARD;party_type_db;CONSTANTE_FORCEE;CUSTOMER;'CUSTOMER';sp_insert_cus_comm_method_from_file_customer.sql;13
clean_data.cus_comm_method;STANDARD;valid_to;NULL_EXPLICITE;;NULL::DATE;sp_insert_cus_comm_method_from_file_customer.sql;13
clean_data.cus_ident_invoice_info;STANDARD;amount_tolerance;NULL_EXPLICITE;;NULL;sp_insert_cus_ident_invoice_info_from_file_customer.sql;20
clean_data.cus_ident_invoice_info;STANDARD;automatic_invoice;CONSTANTE_FORCEE;N;'N';sp_insert_cus_ident_invoice_info_from_file_customer.sql;20
clean_data.cus_ident_invoice_info;STANDARD;company;CONSTANTE_FORCEE;TRIMET;'TRIMET';sp_insert_cus_ident_invoice_info_from_file_customer.sql;20
clean_data.cus_ident_invoice_info;STANDARD;def_authorizer;NULL_EXPLICITE;;NULL;sp_insert_cus_ident_invoice_info_from_file_customer.sql;20
clean_data.cus_ident_invoice_info;STANDARD;def_preliminary_code;NULL_EXPLICITE;;NULL;sp_insert_cus_ident_invoice_info_from_file_customer.sql;20
clean_data.cus_ident_invoice_info;STANDARD;expire_date;NULL_EXPLICITE;;NULL;sp_insert_cus_ident_invoice_info_from_file_customer.sql;20
clean_data.cus_ident_invoice_info;STANDARD;identity_type;CONSTANTE_FORCEE;External;'External';sp_insert_cus_ident_invoice_info_from_file_customer.sql;20
clean_data.cus_ident_invoice_info;STANDARD;identity_type_db;CONSTANTE_FORCEE;EXTERN;'EXTERN';sp_insert_cus_ident_invoice_info_from_file_customer.sql;20
clean_data.cus_ident_invoice_info;STANDARD;invoice_fee;CONSTANTE_FORCEE;FALSE;'FALSE';sp_insert_cus_ident_invoice_info_from_file_customer.sql;20
clean_data.cus_ident_invoice_info;STANDARD;ncf_reference_check;CONSTANTE_FORCEE;FALSE;'FALSE';sp_insert_cus_ident_invoice_info_from_file_customer.sql;20
clean_data.cus_ident_invoice_info;STANDARD;no_invoice_copies;CONSTANTE_FORCEE;1;1;sp_insert_cus_ident_invoice_info_from_file_customer.sql;20
clean_data.cus_ident_invoice_info;STANDARD;numeration_group;NULL_EXPLICITE;;NULL;sp_insert_cus_ident_invoice_info_from_file_customer.sql;20
clean_data.cus_ident_invoice_info;STANDARD;party_type;CONSTANTE_FORCEE;Customer;'Customer';sp_insert_cus_ident_invoice_info_from_file_customer.sql;20
clean_data.cus_ident_invoice_info;STANDARD;party_type_db;CONSTANTE_FORCEE;CUSTOMER;'CUSTOMER';sp_insert_cus_ident_invoice_info_from_file_customer.sql;20
clean_data.cus_ident_invoice_info;STANDARD;paym_dev_days;NULL_EXPLICITE;;NULL;sp_insert_cus_ident_invoice_info_from_file_customer.sql;20
clean_data.cus_ident_invoice_info;STANDARD;percent_tolerance;NULL_EXPLICITE;;NULL;sp_insert_cus_ident_invoice_info_from_file_customer.sql;20
clean_data.cus_ident_invoice_info;STANDARD;print_tax_code_text;CONSTANTE_FORCEE;FALSE;'FALSE';sp_insert_cus_ident_invoice_info_from_file_customer.sql;20
clean_data.cus_ident_invoice_info;STANDARD;report_and_withhold;CONSTANTE_FORCEE;Blocked;'Blocked';sp_insert_cus_ident_invoice_info_from_file_customer.sql;20
clean_data.cus_ident_invoice_info;STANDARD;report_and_withhold_db;CONSTANTE_FORCEE;BLOCKED;'BLOCKED';sp_insert_cus_ident_invoice_info_from_file_customer.sql;20
clean_data.cus_ident_invoice_info;STANDARD;rounding_tax_code;NULL_EXPLICITE;;NULL;sp_insert_cus_ident_invoice_info_from_file_customer.sql;20
clean_data.cus_ident_invoice_info;STANDARD;second_tin;CONSTANTE_FORCEE;FALSE;'FALSE';sp_insert_cus_ident_invoice_info_from_file_customer.sql;20
clean_data.cus_ident_invoice_info;STANDARD;tax_book_id;NULL_EXPLICITE;;NULL;sp_insert_cus_ident_invoice_info_from_file_customer.sql;20
clean_data.cus_ident_invoice_info;STANDARD;tax_book_type;NULL_EXPLICITE;;NULL;sp_insert_cus_ident_invoice_info_from_file_customer.sql;20
clean_data.cus_ident_invoice_info;STANDARD;tax_exempt;CONSTANTE_FORCEE;FALSE;'FALSE';sp_insert_cus_ident_invoice_info_from_file_customer.sql;20
clean_data.cus_ident_invoice_info;STANDARD;tax_exempt_valid_from;NULL_EXPLICITE;;NULL;sp_insert_cus_ident_invoice_info_from_file_customer.sql;20
clean_data.cus_ident_invoice_info;STANDARD;tax_exempt_valid_to;NULL_EXPLICITE;;NULL;sp_insert_cus_ident_invoice_info_from_file_customer.sql;20
clean_data.cus_ident_invoice_info;STANDARD;tax_structure_id;CONSTANTE_FORCEE;DEFAULT;'DEFAULT';sp_insert_cus_ident_invoice_info_from_file_customer.sql;20
clean_data.cus_identity_pay_info;STANDARD;amount_tolerance;NULL_EXPLICITE;;NULL;sp_insert_cus_identity_pay_info_from_file_customer.sql;25
clean_data.cus_identity_pay_info;STANDARD;ar_contact;NULL_EXPLICITE;;NULL;sp_insert_cus_identity_pay_info_from_file_customer.sql;25
clean_data.cus_identity_pay_info;STANDARD;business_category;NULL_EXPLICITE;;NULL;sp_insert_cus_identity_pay_info_from_file_customer.sql;25
clean_data.cus_identity_pay_info;STANDARD;check_recipient;NULL_EXPLICITE;;NULL;sp_insert_cus_identity_pay_info_from_file_customer.sql;25
clean_data.cus_identity_pay_info;STANDARD;check_recipient_db;NULL_EXPLICITE;;NULL;sp_insert_cus_identity_pay_info_from_file_customer.sql;25
clean_data.cus_identity_pay_info;STANDARD;comm_id;NULL_EXPLICITE;;NULL;sp_insert_cus_identity_pay_info_from_file_customer.sql;25
clean_data.cus_identity_pay_info;STANDARD;company;CONSTANTE_FORCEE;TRIMET;'TRIMET';sp_insert_cus_identity_pay_info_from_file_customer.sql;25
clean_data.cus_identity_pay_info;STANDARD;corporation_id;NULL_EXPLICITE;;NULL;sp_insert_cus_identity_pay_info_from_file_customer.sql;25
clean_data.cus_identity_pay_info;STANDARD;deduction_group;NULL_EXPLICITE;;NULL;sp_insert_cus_identity_pay_info_from_file_customer.sql;25
clean_data.cus_identity_pay_info;STANDARD;disc_days_tolerance;NULL_EXPLICITE;;NULL;sp_insert_cus_identity_pay_info_from_file_customer.sql;25
clean_data.cus_identity_pay_info;STANDARD;format_no;NULL_EXPLICITE;;NULL;sp_insert_cus_identity_pay_info_from_file_customer.sql;25
clean_data.cus_identity_pay_info;STANDARD;interest_template;NULL_EXPLICITE;;NULL;sp_insert_cus_identity_pay_info_from_file_customer.sql;25
clean_data.cus_identity_pay_info;STANDARD;is_one_inv_per_pay;NULL_EXPLICITE;;NULL;sp_insert_cus_identity_pay_info_from_file_customer.sql;25
clean_data.cus_identity_pay_info;STANDARD;is_one_inv_per_pay_db;NULL_EXPLICITE;;NULL;sp_insert_cus_identity_pay_info_from_file_customer.sql;25
clean_data.cus_identity_pay_info;STANDARD;member_id;NULL_EXPLICITE;;NULL;sp_insert_cus_identity_pay_info_from_file_customer.sql;25
clean_data.cus_identity_pay_info;STANDARD;netting_allowed;CONSTANTE_FORCEE;FALSE;'FALSE';sp_insert_cus_identity_pay_info_from_file_customer.sql;25
clean_data.cus_identity_pay_info;STANDARD;next_payment_matching_id;NULL_EXPLICITE;;NULL;sp_insert_cus_identity_pay_info_from_file_customer.sql;25
clean_data.cus_identity_pay_info;STANDARD;other_payee_identity;NULL_EXPLICITE;;NULL;sp_insert_cus_identity_pay_info_from_file_customer.sql;25
clean_data.cus_identity_pay_info;STANDARD;output_media;NULL_EXPLICITE;;NULL;sp_insert_cus_identity_pay_info_from_file_customer.sql;25
clean_data.cus_identity_pay_info;STANDARD;output_media_db;NULL_EXPLICITE;;NULL;sp_insert_cus_identity_pay_info_from_file_customer.sql;25
clean_data.cus_identity_pay_info;STANDARD;party_type;CONSTANTE_FORCEE;Customer;'Customer';sp_insert_cus_identity_pay_info_from_file_customer.sql;25
clean_data.cus_identity_pay_info;STANDARD;party_type_db;CONSTANTE_FORCEE;CUSTOMER;'CUSTOMER';sp_insert_cus_identity_pay_info_from_file_customer.sql;25
clean_data.cus_identity_pay_info;STANDARD;payment_advice;NULL_EXPLICITE;;NULL;sp_insert_cus_identity_pay_info_from_file_customer.sql;25
clean_data.cus_identity_pay_info;STANDARD;payment_advice_db;NULL_EXPLICITE;;NULL;sp_insert_cus_identity_pay_info_from_file_customer.sql;25
clean_data.cus_identity_pay_info;STANDARD;payment_delay;NULL_EXPLICITE;;NULL;sp_insert_cus_identity_pay_info_from_file_customer.sql;25
clean_data.cus_identity_pay_info;STANDARD;payment_mode;NULL_EXPLICITE;;NULL;sp_insert_cus_identity_pay_info_from_file_customer.sql;25
clean_data.cus_identity_pay_info;STANDARD;payment_mode_db;NULL_EXPLICITE;;NULL;sp_insert_cus_identity_pay_info_from_file_customer.sql;25
clean_data.cus_identity_pay_info;STANDARD;payment_receipt_type;CONSTANTE_FORCEE;No Receipt;'No Receipt';sp_insert_cus_identity_pay_info_from_file_customer.sql;25
clean_data.cus_identity_pay_info;STANDARD;payment_receipt_type_db;CONSTANTE_FORCEE;NO_RECEIPT;'NO_RECEIPT';sp_insert_cus_identity_pay_info_from_file_customer.sql;25
clean_data.cus_identity_pay_info;STANDARD;percent_tolerance;NULL_EXPLICITE;;NULL;sp_insert_cus_identity_pay_info_from_file_customer.sql;25
clean_data.cus_identity_pay_info;STANDARD;predicted_payment_delay;NULL_EXPLICITE;;NULL;sp_insert_cus_identity_pay_info_from_file_customer.sql;25
clean_data.cus_identity_pay_info;STANDARD;predicted_payment_delay_db;NULL_EXPLICITE;;NULL;sp_insert_cus_identity_pay_info_from_file_customer.sql;25
clean_data.cus_identity_pay_info;STANDARD;priority;NULL_EXPLICITE;;NULL;sp_insert_cus_identity_pay_info_from_file_customer.sql;25
clean_data.cus_identity_pay_info;STANDARD;reminder_template;CONSTANTE_FORCEE;1;'1';sp_insert_cus_identity_pay_info_from_file_customer.sql;25
clean_data.cus_identity_pay_info;STANDARD;rule_id;NULL_EXPLICITE;;NULL;sp_insert_cus_identity_pay_info_from_file_customer.sql;25
clean_data.cus_identity_pay_info;STANDARD;send_interest_inv_to_payer;NULL_EXPLICITE;;NULL;sp_insert_cus_identity_pay_info_from_file_customer.sql;25
clean_data.cus_identity_pay_info;STANDARD;send_reminder_to_payer;NULL_EXPLICITE;;NULL;sp_insert_cus_identity_pay_info_from_file_customer.sql;25
clean_data.cus_identity_pay_info;STANDARD;send_stmt_of_acc_to_payer;NULL_EXPLICITE;;NULL;sp_insert_cus_identity_pay_info_from_file_customer.sql;25
clean_data.cus_identity_pay_info;STANDARD;template_id;NULL_EXPLICITE;;NULL;sp_insert_cus_identity_pay_info_from_file_customer.sql;25
clean_data.cus_paym_way_per_ident;STANDARD;company;CONSTANTE_FORCEE;TRIMET;'TRIMET';sp_insert_cus_paym_way_per_ident_from_file_customer.sql;20
clean_data.cus_paym_way_per_ident;STANDARD;default_payment_way;CONSTANTE_FORCEE;TRUE;'TRUE';sp_insert_cus_paym_way_per_ident_from_file_customer.sql;20
